,district,price,area,bedroom,bathroom,facade,nearhospital,nearschool,nearsupermarket,nearuniversity,nearbuildings,urgent,floor
1377,Tân Phú,4.1,,2.0,,,,,True,,True,,
1378,Tp. Thủ Đức,2.5,48.0,2.0,1.0,TRUE,,,,,,,
1379,Quận Tân Bình,18.0,108.0,,,TRUE,True,True,,,True,True,6.0
1380,Gò Vấp,3.9,45.0,,,,,,,,,,2.0
1381,Tân Phú,4.0,35.0,9.0,9.0,,,,,,,,4.0
1382,,,60.0,5.0,5.0,TRUE,True,True,True,,,,5.0
1383,Thủ Đức,4.5,73.0,,,TRUE,,,,,,True,
1384,Gò Vấp,5.86,,4.0,,,,,,,,True,5.0
1385,Thủ Đức,4.5,73.0,,,TRUE,,,,,,True,
1386,Quận Thủ Đức,6.3,,4.0,,TRUE,,,,,,,3.0
1387,Tân Phú,3.4,,2.0,,TRUE,,,True,,True,,2.0
1388,,4.9,58.4,2.0,3.0,,,,,,,,2.0
1389,,4.9,58.4,2.0,3.0,,,,,,,,2.0
1390,Q12,2.35,41.0,,,,True,True,True,,,,
1391,,3.0,62.0,3.0,,TRUE,,True,True,,True,True,2.0
1392,Bình Thạnh,10.0,4.0,6.0,,,,,,,True,,5.0
1393,Gò Vấp,4.3,50.0,,,,,,,,,True,2.0
1394,Gò Vấp,,,2.0,3.0,,,,,,,,3.0
1395,Gò Vấp,,,2.0,3.0,,,,,,,,3.0
1396,Quận 8,7.9,89.0,7.0,,TRUE,,True,True,,,True,
1397,,,35.0,2.0,2.0,,,,,,,,2.0
1398,Quận Bình Thạnh,14.5,110.0,,,,,,,,,,3.0
1399,Bình Thạnh,4.0,43.0,4.0,5.0,TRUE,,,,,,,4.0
1400,Quận Bình Thạnh,14.5,110.0,,,,,,,,,,3.0
1401,Bình Thạnh,13.0,83.5,,,TRUE,,,,,,True,2.0
1402,Quận Bình Thạnh,13.0,83.5,,,TRUE,,,,,,True,
1403,Quận Bình Thạnh,13.0,83.5,,,TRUE,,,,,,True,
1404,,,,,,,,,,,,,
1405,Q. Gò Vấp,30.0,71.0,,,TRUE,,,True,,True,,5.0
1406,Q. Gò Vấp,30.0,71.0,,,TRUE,,,True,,True,,5.0
1407,Q. Gò Vấp,30.0,71.0,,,TRUE,,,True,,True,,5.0
1408,,3.2,,4.0,2.0,TRUE,,,,,,True,3.0
1409,Gò Vấp,11500.0,85.0,7.0,7.0,TRUE,,True,True,,,,5.0
1410,,,67.5,2.0,1.0,TRUE,,,,,,True,2.0
1411,Q12,3.9,7.0,3.0,3.0,,,,,,,,2.0
1412,Q12,3.9,7.0,3.0,3.0,,,,,,,,2.0
1413,Q12,4.35,82.0,2.0,,,,,,,,,
1414,Q12,4.4,73.0,4.0,2.0,,,True,,True,,,2.0
1415,Gò Vấp,4.6,50.0,3.0,4.0,,,,,True,,,3.0
1416,,7.5,67.0,3.0,3.0,TRUE,,,,,,True,3.0
1417,Quận Gò Vấp,6580000000.0,44.0,,,TRUE,,,,,,,4.0
1418,,2900000.0,,,,,,,,,,,
1419,Thành Phố Thủ Đức,9.8,65.0,4.0,5.0,TRUE,,,True,True,True,True,5.0
1420,,,138.0,,1.0,TRUE,,,,,,True,3.0
1421,PHÚ NHUẬN,8.0,64.0,4.0,4.0,TRUE,True,,,,,,3.0
1422,Thủ Đức,4.0,42.75,,,TRUE,True,,,,,True,3.0
1423,Quận 2,4.0,42.0,,,,,,,,,,2.0
1424,Tân Phú,3.1,,2.0,,,,,True,,,,2.0
1425,Quận 6,3.43,100.0,3.0,,TRUE,,True,,,,,2.0
1426,Bình Tân,3.6,74.0,,,,,,True,,,,
1427,,,,,,,,,,,,,
1428,,,,,,,,,,,,,
1429,Bình Tân,4.65,66.0,2.0,2.0,,,,,,,,1.0
1430,Quận 11,4.65,66.0,2.0,2.0,TRUE,,,,,,,2.0
1431,quận Phú nhuận,24.5,100.0,,,TRUE,,,,,,,2.0
1432,Bình Thạnh,6.1,47.0,4.0,5.0,,,,,,,True,4.0
1433,TP.Thủ Đức,4.0,,,,,True,,,,,True,3.0
1434,Q12,4.85,90.0,,,TRUE,,,,,True,True,
1435,Q12,4.85,90.0,,,TRUE,,,,,True,,
1436,Q12,2.75,40.0,3.0,,,,,,,,,2.0
1437,Phú Nhuận,6.0,70.0,3.0,2.0,TRUE,True,,,,,,2.0
1438,,,67.25,3.0,2.0,TRUE,True,True,True,,True,True,3.0
1439,,,,,,,,,,,,,
1440,Phú Nhuận,5.0,42.0,4.0,3.0,TRUE,True,,,,,,4.0
1441,Gò Vấp,3.7,34.0,2.0,2.0,TRUE,True,True,True,,,,2.0
1442,Quận 9,3.3,68.0,3.0,2.0,TRUE,,,,True,,True,
1443,Bình Chiểu,3.4,60.0,7.0,,,,,,,,True,2.0
1444,Tân Bình,9.8,79.0,4.0,4.0,TRUE,,,,,,True,4.0
1445,Quận 12,5.9,130.0,4.0,,TRUE,,True,,True,,,4.0
1446,Quận 11,3.0,45.0,,,TRUE,,True,,,,True,
1447,Bình Tân,3.6,85.0,3.0,2.0,TRUE,,,True,,,,2.0
1448,Thủ Đức,3.8,64.0,7.0,,,,,,,,True,2.0
1449,Bình Tân,3.75,57.0,,,TRUE,,,True,,,,
1450,Phú Nhuận,3.0,29.0,3.0,,TRUE,,,,,,True,3.0
1451,Phú Nhuận,3.0,29.0,3.0,,,,,,,,,3.0
1452,TP THỦ ĐỨC,3.8,65.0,7.0,,TRUE,,,,,,True,2.0
1453,,9.3,,3.0,4.0,TRUE,,,,,,,1.0
1454,TP. THỦ ĐỨC,3.7,64.0,3.0,2.0,TRUE,,,,,,True,2.0
1455,TP.THỦ ĐỨC,4.5,92.0,,,TRUE,,,,,,True,
1456,Quận 10,23.38,120.0,6.0,,,,,,,,,5.0
1457,,,55.0,3.0,2.0,TRUE,,True,True,True,,True,2.0
1458,Bình Tân,6.38,70.0,6.0,,TRUE,,,True,,,,4.0
1459,,4.9,45.0,3.0,2.0,TRUE,True,True,True,,False,False,2.0
1460,Thủ Đức,4.3,64.0,,,TRUE,,,,,,True,
1461,Thủ Đức,4.3,64.0,,,TRUE,,,,,,True,
1462,Gò Vấp,5.3,42.0,4.0,,,True,,True,,,,3.0
1463,Bình Tân,12.5,100.0,,,TRUE,,,,,True,,3.0
1464,Bình Tân,12.5,100.0,,,TRUE,,,,,True,,3.0
1465,TP Thủ Đức,45.0,490.0,5.0,5.0,TRUE,,,,,,True,3.0
1466,,3.3,80.0,2.0,,,,True,,True,,True,
1467,,3.5,36.9,,,,,,,,,,3.0
1468,Q12,4.25,110.0,3.0,,TRUE,,,,,,,2.0
1469,Q12,5.6,72.0,3.0,2.0,TRUE,,,,,,True,3.0
1470,Q12,5.25,110.0,5.0,3.0,,,True,,,,,3.0
1471,Gò Vấp,5.7,41.0,4.0,3.0,TRUE,,True,True,,True,,4.0
1472,Quận Tân Bình,20.0,144.0,,,,,,,,,True,4.0
1473,Quận Tân Bình,20.0,144.0,,,,,,,,,True,4.0
1474,Quận Tân Bình,20.0,144.0,,,,,,,,,True,4.0
1475,Quận Tân Bình,20.0,144.0,,,,,,,,,True,4.0
1476,Quận Tân Bình,20.0,144.0,,,,,,,,,True,4.0
1477,Quận 1,29.8,65.0,,,TRUE,,,,,,,4.0
1478,Tân Phú,,71.0,2.0,2.0,TRUE,,,,,,True,2.0
1479,Phú Nhuan,4.0,45.0,2.0,2.0,,True,,,,,,2.0
1480,Quận 1,29.8,65.0,,,TRUE,,,,,,,4.0
1481,Quận Bình Thạnh,15.0,72.5,40.0,,,,True,,True,,True,5.0
1482,Quận Bình Thạnh,15.0,266.0,,,TRUE,True,True,True,,,True,6.0
1483,Quận Bình Thạnh,15.0,266.0,,,TRUE,True,True,True,,,True,4.0
1484,,3.0,60.0,7.0,,,,,,,,True,
1485,Gò Vấp,,,2.0,2.0,,,,,,,,2.0
1486,,12.5,80.0,,,TRUE,,,,,,,3.0
1487,,4.95,,3.0,,TRUE,,,,,,,3.0
1488,Tân Phú,2.7,,2.0,,,,,True,,,,1.0
1489,Thủ Đức,3.5,60.0,,,TRUE,,,,,,,
1490,Tân Phú,6.0,80.0,3.0,2.0,,,True,,,,,3.0
1491,Gò Vấp,8.6,50.0,4.0,6.0,TRUE,,,,,,,5.0
1492,Tp. Thủ Đức,3.3,66.0,,,TRUE,True,True,True,,,True,
1493,,4.0,5.1,3.0,,TRUE,,,,,,,2.0
1494,Tân Phú,7.48,80.0,,,,,,,,,,4.0
1495,Quận 11,3.0,45.0,,,,,,,,,,
1496,QUẬN 11,3.0,45.0,,,,,,,,,,
1497,Gò Vấp,7.4,47.0,,,,,,True,,,,4.0
1498,,4.9,39.47,3.0,2.0,,,True,True,,,True,2.0
1499,,4.9,39.07,3.0,2.0,,,True,True,True,,True,2.0
1500,,5.0,,,,,,,,,,,
1501,TP-Thủ Đức,3.6,60.0,1.0,1.0,,,,,,,,1.0
1502,Quận PHÚ NHUẬN,21.0,72.0,,,,,,,,,True,4.0
1503,Quận PHÚ NHUẬN,12.0,52.0,,,True,,,,,,,4.0
1504,Q12,2.65,63.0,3.0,1.0,,,,,,,,2.0
1505,QUẬN PHÚ NHUẬN,21.0,72.0,,,,,,,,,True,5.0
1506,QUẬN GÒ VẤP,12.0,117.0,,,True,,,,,,True,4.0
1507,Quận 3,15.0,52.0,,,True,,,,,,True,3.0
1508,quận Phú Nhuận,35.0,132.0,,,,,,,,,True,5.0
1509,Q1,22.0,60.0,,,,,,,,,True,6.0
1510,Phú Nhuan,3.0,24.0,3.0,2.0,True,True,,,,,,4.0
1511,Quận 2,19.0,80.0,,,,,,,,,True,4.0
1512,TP-Thủ Đức,3.6,60.0,1.0,1.0,True,,,,,,True,2.0
1513,,9.9,80.0,,,True,True,,,,,,3.0
1514,,7.6,60.0,,,True,,,True,,,,3.0
1515,,15.0,100.0,5.0,6.0,True,,,True,,,,3.0
1516,Gò Vấp,20.0,4.0,4.0,,True,,,,True,,,3.0
1517,Quận 1,8.8,100.0,8.0,8.0,True,,,,,,,4.0
1518,Q. Phú Nhuận,12.9,51.0,6.0,4.0,True,,,,,,True,3.0
1519,Q. Phú Nhuận,12.9,51.0,6.0,4.0,True,,,,,,,3.0
1520,Q. Phú Nhuận,12.9,51.0,6.0,4.0,True,,,,,,True,3.0
1521,Q. Phú Nhuận,12.9,51.0,6.0,4.0,True,,,,,,,3.0
1522,,3.5,60.0,1.0,1.0,,,,,,,True,1.0
1523,Q. Phú Nhuận,12.9,51.0,6.0,4.0,True,,,,,,True,3.0
1524,Q. Phú Nhuận,12.9,51.0,6.0,4.0,True,,,,,,,3.0
1525,Q. Phú Nhuận,12.9,51.0,6.0,4.0,True,,,,,,,3.0
1526,Bình Tân,5.1,45.0,,,,True,,True,,,True,4.0
1527,Quận 2,30.5,160.0,4.0,4.0,True,,,,,,True,4.0
1528,Quận Bình Thạnh,32.0,240.0,,,True,,,,,,,6.0
1529,Quận Bình Thạnh,22.0,240.0,,,,,,,,,True,4.0
1530,Q9,6.0,90.0,2.0,,True,,,True,,,True,
1531,Quận Bình Thạnh,18.0,72.0,,,True,,,,,,True,4.0
1532,Thủ Đức,3.0,64.0,4.0,,,,,,,,,2.0
1533,Tp Thủ Đức,9.8,180.0,4.0,3.0,,,,,,,,2.0
1534,,6.99,55.0,4.0,4.0,True,True,,True,,,,4.0
1535,Q12,3.45,68.0,2.0,2.0,,,,,,,,2.0
1536,Bình Tân,5.2,90.0,3.0,,True,,,,,,True,
1537,Quận 2,4.0,54.0,3.0,2.0,True,,,,,,,2.0
1538,Quận 2,26.0,218.0,5.0,5.0,True,,,,,,,2.0
1539,Quận 2,18.0,205.0,,,True,,,,,,,
1540,Quận 12,5.25,84.0,2.0,2.0,True,True,,True,,,,2.0
1541,Q. Gò Vấp,30.0,71.0,,,True,,,True,,True,,5.0
1542,Q. Gò Vấp,30.0,71.0,,,True,,,True,,True,,5.0
1543,Q. Gò Vấp,30.0,71.0,,,True,,,True,,True,,5.0
1544,Q. Gò Vấp,30.0,71.0,,,True,,,True,,True,,5.0
1545,Q. Gò Vấp,30.0,71.0,,,True,,,True,,True,,5.0
1546,Q. Gò Vấp,30.0,71.0,,,True,,,True,,True,,5.0
1547,Gò Vấp,30.0,71.0,,,True,,,True,,True,,5.0
1548,Q. Gò Vấp,30.0,71.0,,,True,,,True,,True,,5.0
1549,,5.8,60.0,4.0,3.0,True,,,,,True,True,3.0
1550,,4.8,6.0,,,True,,,,,True,True,
1551,Quận 3,16.0,60.0,6.0,,,,,,,,True,2.0
1552,Bình Tân,4.48,68.0,,,,,,,,,,4.0
1553,Quận 3,16.0,60.0,6.0,,,,,,,,True,2.0
1554,Quận 3,16.0,60.0,6.0,,,,,,,,True,2.0
1555,Q. Gò Vấp,30.0,71.0,,,True,,,True,,True,,5.0
1556,Phú Nhuận,4.0,45.0,4.0,3.0,True,True,,True,,,,3.0
1557,Q. Bình Thạnh,27.0,108.0,,,True,,,,,,True,6.0
1558,Q. Bình Thạnh,27.0,108.0,,,True,,,,,,True,6.0
1559,,2.0,25.0,,,True,,,,,,,2.0
1560,Q. Gò Vấp,30.0,71.0,,,True,,,True,,True,,5.0
1561,Gò Vấp,7.6,53.0,4.0,5.0,True,,,,,,,5.0
1562,Q. Bình Thạnh,18.0,80.0,15.0,,,,,,,,True,7.0
1563,Thủ Đức,4.8,6.0,,,True,,,,,,True,
1564,Q. Bình Thạnh,18.0,80.0,15.0,,,,,,,,True,7.0
1565,Q. Bình Thạnh,18.0,80.0,15.0,,,,,,,,True,7.0
1566,Q. Bình Tân,7.5,105.0,,,True,,,True,,,,2.0
1567,Q. Gò Vấp,4.95,48.0,,,,,,,,,True,3.0
1568,Q. Gò Vấp,4.095,48.0,,,,,,,,,True,3.0
1569,Q. Gò Vấp,4.95,48.0,,,,,,,,,True,3.0
1570,Bình Thạnh,7020000.0,,,,,,,,,,,
1571,Q. Gò Vấp,4.95,48.0,,,,,,,,,True,3.0
1572,Quận Bình Tân,6.4,64.0,4.0,5.0,True,,,True,,,,3.0
1573,Q. Gò Vấp,30.0,71.0,,,,,,True,,True,,5.0
1574,Quận Bình Thạnh,65.0,157.4,,,True,,,,,,,4.0
1575,Quận Bình Thạnh,65.0,157.4,,,True,,,,,,,5.0
1576,Gò Vấp,3.0,24.0,2.0,2.0,True,,,,,,,2.0
1577,Gò Vấp,3.0,25.0,2.0,,True,,,,,,,2.0
1578,Q. Bình Tân,4.45,48.0,,,True,True,,True,,,,2.0
1579,Q. Bình Tân,4.45,48.0,,,True,True,,True,,,,2.0
1580,Q12,3.05,64.0,2.0,2.0,True,,,,,,,2.0
1581,Quận Bình Thạnh,65000000000.0,157.4,,,True,,,,,,,4.0
1582,,,,,,,,,,,,,
1583,Bình Thạnh,13.8,6.0,6.0,7.0,True,,,,,,,4.0
1584,Thủ Đức,2.9,60.0,3.0,,False,True,,,,,True,2.0
1585,Q. Bình Tân,4.6,60.0,,,,,,True,,,,2.0
1586,Quận 8,20.0,320.0,5.0,4.0,True,True,,True,,True,,3.0
1587,Gò Vấp,3.0,25.0,2.0,2.0,,,,,,,,2.0
1588,Tân Phú,7000000000.0,64.0,4.0,,True,,,True,,,,5.0
1589,Quận 1,19.0,44.0,,,True,,,,,,True,5.0
1590,Q. Bình Tân,3.1,48.0,,,,,,True,,,,2.0
1591,Quận 8,8.9,213.6,6.0,5.0,True,,,,,,,2.0
1592,Phú Nhuận,4.0,35.0,3.0,2.0,True,True,,,,,,3.0
1593,Gò Vấp,14.5,62.0,6.0,7.0,True,,,,,,,6.0
1594,Gò Vấp,6.0,48.0,3.0,3.0,,,,,,,,2.0
1595,Quận Bình Thạnh,65.0,157.4,,,True,,,,,,,5.0
1596,Quận Bình Tân,5.7,56.0,4.0,4.0,True,True,,True,,,,3.0
1597,Q. Bình Tân,3.4,50.0,,,True,,,True,,,,2.0
1598,Quận Bình Tân,5.5,64.0,,,True,,,True,,,,2.0
1599,Quận,7.0,80.0,3.0,2.0,True,,,,,,,2.0
1600,Tân Phú,4.4,64.0,3.0,2.0,True,,,,,,True,3.0
1601,Quận 3,16.0,60.0,6.0,,,,,,,,True,2.0
1602,Quận 3,16.0,60.0,6.0,,,,,,,,True,2.0
1603,Q. Bình Thạnh,17.2,97.9,,,True,,,,,,True,2.0
1604,Q. Bình Thạnh,17.2,97.9,,,True,,,,,,True,2.0
1605,Q. Bình Thạnh,17.2,97.9,,,True,,,,,,True,2.0
1606,Quận 10,9.0,60.0,4.0,4.0,True,,,,,,,3.0
1607,Q. Bình Thạnh,27.0,108.0,,,True,,,,,,True,6.0
1608,Q. Bình Tân,5.5,52.0,,,True,,,True,,,,2.0
1609,Gò Vấp,6.5,63.0,4.0,5.0,True,,,,,,,4.0
1610,Bình Thạnh,8.0,109.0,,,True,,,,True,,True,
1611,Q. Bình Tân,4.45,64.0,,,True,True,,True,,,,2.0
1612,Q. Bình Thạnh,27.0,108.0,,,True,,,,,,True,6.0
1613,Q. Bình Thạnh,27.0,108.0,,,True,,,,,,True,6.0
1614,Quận Bình Tân,5.5,60.2,,,True,,,True,,,,2.0
1615,Quận Bình Tân,5.45,64.0,4.0,4.0,,True,,True,,,,3.0
1616,BÌNH THẠNH,6.0,80.0,3.0,2.0,True,,,True,True,,,2.0
1617,Thủ Đức,2.7,39.6,3.0,2.0,True,,,,,True,True,1.0
1618,,1.3,68.1,1.0,3.0,True,,,,,,True,1.0
1619,Bình Tân,5.0,50.0,4.0,3.0,True,,,,,,,4.0
1620,Quận 1,100.0,225.0,,,True,,,,,True,True,3.0
1621,Quận 1,77.0,154.0,,,,True,,True,True,True,True,8.0
1622,Quận 5,22.0,117.0,,,True,,,,,,True,
1623,QUẬN 1,50.0,84.0,,,,,,,,,True,4.0
1624,Quận 1,45.0,160.0,,,True,,,,,,True,4.0
1625,Gò Vấp,6.66,40.0,5.0,4.0,,,,True,,,,4.0
1626,,3.99,90.0,4.0,3.0,True,,,,,,True,2.0
1627,Quận 6,6.0,50.0,,,True,,,,,,,2.0
1628,Thủ Đức,2.9,60.0,3.0,,,True,,,,,True,2.0
1629,Thủ Đức,2.1,40.0,2.0,,,True,,,,,True,2.0
1630,Tân Bình,12.98,80.0,5.0,1.0,True,,,,,,,5.0
1631,Quận 2,8.2,65.0,3.0,3.0,,,,,,True,,4.0
1632,Tân Bình,3.0,40.0,,,True,,,True,,,,
1633,Gò Vấp,4.0,46.525,3.0,2.0,True,,,,,,,3.0
1634,Gò Vấp,6.0,83.2,2.0,2.0,True,,,True,,,,2.0
1635,Gò Vấp,,28.0,2.0,2.0,,True,,True,,,True,2.0
1636,,4.9,30.0,2.0,3.0,6,,,,True,True,,3.0
1637,,4.9,30.0,2.0,3.0,6,,,,True,True,,3.0
1638,Bình Tân,2.3,47.0,2.0,,True,,,,,,,2.0
1639,,4.9,30.0,2.0,3.0,True,,,,True,True,,3.0
1640,Bình Tân,4.0,70.0,,,,,,,,,,
1641,Quận Tân Bình,4.5,,3.0,3.0,,,,,,,,3.0
1642,Quận Bình Tân,4.9,72.0,,,True,True,,True,,,,2.0
1643,Quận Bình Tân,5.6,63.0,4.0,4.0,True,True,,True,,,,3.0
1644,Quận 2,23.7,158.0,,,True,,,True,,True,,
1645,Thủ Đức,15.5,155.0,3.0,3.0,True,,,True,,,,3.0
1646,Gò Vấp,4.35,39.0,2.0,1.0,,True,,,,,,2.0
1647,Thủ Đức,4.7,73.0,3.0,,,,,,,,True,2.0
1648,Thủ Đức,5.2,182.0,,,True,,,,,True,True,2.0
1649,Thủ Đức,5.2,182.0,2.0,,True,,,,,,,2.0
1650,Thủ Đức,3.0,50.0,3.0,4.0,True,,,,,,,3.0
1651,Thủ Đức,6.0,66.0,4.0,4.0,True,,,True,,,,3.0
1652,Thủ Đức,4.5,50.0,3.0,,True,,,,,True,,2.0
1653,Bình Thạnh,6.89,60.0,2.0,3.0,True,,,,,,,2.0
1654,Quận 8,11.0,65.0,,,True,,,,,,,
1655,Quận 8,11.0,65.0,,,True,,,,,,,
1656,,20.0,150.0,,,,,,,,,,4.0
1657,,,,,,,,,,,,,
1658,Q. Bình Thạnh,17.0,104.75,,,True,,,,,,True,4.0
1659,Q. Tân Bình,20.0,94.15,,,True,,,,,,True,6.0
1660,Q2,29.0,183.0,,,,,,,,,True,3.0
1661,Quận Bình Thạnh,65.0,157.4,,,True,,,,,,,4.0
1662,Quận 3,16.0,60.0,6.0,,,,,,,,True,2.0
1663,Bình Hưng Hòa,5.1,62.0,4.0,4.0,True,,,True,,,,4.0
1664,Quận 6,,77.0,4.0,5.0,True,,,True,,,True,5.0
1665,,,,,,,,,,,,,
1666,Gò Vấp,4.0,46.525,3.0,2.0,True,,,,,,,3.0
1667,Quận Tân Bình,30.0,160.0,,,True,,,,,,True,4.0
1668,Gò Vấp,6.9,5.0,3.0,2.0,True,,,,True,,,2.0
1669,Gò Vấp,6.9,5.0,3.0,2.0,,,,,True,,,2.0
1670,Bình Thạnh,10.0,61.0,7.0,5.0,True,,,,,,,4.0
1671,Quận 1,18.0,88.0,,,,,,,,,True,2.0
1672,,,,,,,,,,,,,
1673,Quận 1,28.0,101.0,,,,,,,,,True,5.0
1674,Tân Phú,6.8,80.0,3.0,2.0,,,,,,True,True,3.0
1675,TP Thủ Đức,2.5,44.0,3.0,2.0,True,,,,,,True,2.0
1676,,4.6,5.12,3.0,4.0,,,,True,True,,,3.0
1677,BÌNH THẠNH,5.0,55.0,3.0,4.0,True,,,True,True,,,4.0
1678,Gò Vấp,50.0,43.0,6.0,6.0,,,,,True,,,3.0
1679,Quận Bình Tân,12.5,180.0,24.0,,True,,,,,True,,4.0
1680,Thủ Đức,4.8,92.0,3.0,2.0,True,True,,True,,True,True,
1681,Thủ Đức,5.0,100.0,3.0,2.0,True,True,,True,,True,True,5.0
1682,Tân Phú,4.0,35.0,4.0,3.0,,,,,,,True,3.0
1683,THỦ ĐỨC,5.0,92.0,3.0,2.0,True,,,True,,,True,
1684,Tân Bình,4.0,42.0,2.0,2.0,,,,,,,,2.0
1685,Gò Vấp,1.85,,2.0,3.0,,,,,,,,3.0
1686,,13.0,62.0,,,True,,,,,,True,5.0
1687,,5.6,35.0,3.0,3.0,,True,,True,True,,,3.0
1688,Q. Phú Nhuận,12.9,51.0,6.0,4.0,True,,,,,,,3.0
1689,Q. Bình Thạnh,13.0,117.0,,,,,,,,,True,2.0
1690,Phú Nhuận,15.5,32.0,,,True,,,,,,True,2.0
1691,Q. Bình Thạnh,17.0,80.0,,,True,,,,,,True,3.0
1692,Q. 1,21.0,64.0,,,,,,,,,True,4.0
1693,TP Thủ Đức,1.5,24.0,3.0,2.0,True,,,,,,True,3.0
1694,Quận 1,29.8,65.0,,,True,,,,,,,4.0
1695,Quận 1,29.8,65.0,,,True,,,,,,,4.0
1696,Phú Nhuận,5.2,138.6,5.0,4.0,True,,,,,,,4.0
1697,Phú Nhuận,5.2,138.6,5.0,4.0,True,,,,,,,4.0
1698,,2.85,40.0,3.0,2.0,True,,,,,,True,2.0
1699,,2.0,,3.0,2.0,True,,,,,,,3.0
1700,Tân Phú,4.8,60.0,3.0,,,True,,True,,,True,3.0
1701,Q12,4.83,57.0,4.0,1.0,True,,,,,,,2.0
1702,,3.6,60.0,3.0,2.0,True,,,True,,,,2.0
1703,Thủ Đức,5.6,66.6,4.0,,True,,,,True,,,
1704,Tân Bình,5.0,77.0,3.0,4.0,True,,,,,,,3.0
1705,Q.9,3.2,52.0,3.0,1.0,True,,,,,True,,
1706,Bình Tân,10.5,131.0,6.0,,,,,,,,True,3.0
1707,Thủ Đức,39.0,341.0,3.0,,True,,,True,True,,True,2.0
1708,Bình Tân,2.9,40.0,3.0,2.0,True,,,,,,,2.0
1709,Bình Tân,2.9,40.0,3.0,2.0,True,,,,,,,2.0
1710,Gò Vấp,12.5,107.0,4.0,5.0,True,True,,True,,,,4.0
1711,,4.65,,2.0,2.0,True,,,True,,,,2.0
1712,Gò Vấp,5.8,4.0,5.0,5.0,,,,True,,,,3.0
1713,Gò Vấp,6.8,6.0,4.0,,,,,True,,,,3.0
1714,Phước Long B,4.9,55.9,2.0,2.0,True,,,,,,,1.0
1715,Tân Phú,4.0,55.0,2.0,2.0,True,,,,,,True,3.0
1716,Quận 6,6.28,68.0,4.0,,True,,,,,,,5.0
1717,Quận 6,8100000000.0,60.0,,,True,,,,,,,4.0
1718,Quận 6,,68.0,3.0,3.0,True,,,,,,,3.0
1719,Bình Hưng Hòa A,,73.0,3.0,3.0,True,,,,,,,2.0
1720,,5.6,35.0,3.0,3.0,True,True,,True,True,True,True,5.0
1721,,2.4,25.0,2.0,3.0,,,,,,,True,3.0
1722,Quận Bình Thạnh,1.48,20.0,3.0,4.0,,,,,,,True,3.0
1723,Thủ Đức,6.3,57.2,1.0,1.0,,True,,True,,,True,2.0
1724,,3.05,53.0,2.0,1.0,True,,,True,,True,True,
1725,Bình Tân,2000000000.0,30.0,3.0,2.0,,True,,,,,True,3.0
1726,Bình Tân,5.89,84.0,4.0,,True,,,,,,True,4.0
1727,Quận 6,1000000000.0,35.0,,,,,,True,,,,2.0
1728,Quận 12,5.75,72.0,3.0,2.0,,,,,,,True,2.0
1729,Quận Gò Vấp,3.85,28.0,2.0,2.0,,,,,,,,2.0
1730,Tân Phú,,,,,,,,,,,,4.0
1731,P Hiệp Bình Chánh,16.0,200.0,4.0,4.0,True,,,True,,True,,4.0
1732,Quận 9,3.4,64.0,,,,,,,,,True,2.0
1733,Quận 9,1800000.0,800.0,,,,,,,,,,
1734,,4.0,55.0,4.0,3.0,True,True,,True,True,,,3.0
1735,Quận Gò Vấp,4.0,,2.0,2.0,True,,,True,,,True,2.0
1736,Thủ Đức,9.5,144.0,4.0,5.0,True,,,,,,,4.0
1737,Bình Thạnh,6.0,80.0,3.0,2.0,,,,,True,,,2.0
1738,Bình Tân,10.0,80.0,5.0,6.0,True,,,True,,,True,4.0
1739,,5.2,,,,True,,,,,,,2.0
1740,Tân Phú,5.9,76.0,4.0,4.0,True,,,True,,True,True,4.0
1741,Bình Thạnh,6.0,45.0,4.0,4.0,,,,,True,,,2.0
1742,,3.0,80.0,,,,,,,,,,
1743,,3.8,63.7,3.0,,,,,,True,,,
1744,Bình Thạnh,11800000000.0,80.0,4.0,4.0,,,,,,,,2.0
1745,,,,,,,,,,,,,
1746,Gò Vấp,3.78,28.0,3.0,,,,,True,,,,4.0
1747,Bình Thạnh,6.0,45.0,3.0,3.0,True,,,,True,,,5.0
1748,Thủ Đức,8.5,74.0,4.0,5.0,True,,,True,True,,,4.0
1749,,,,,,True,True,,,,,,
1750,Bình Tân,50.0,280.0,,,,,,,,,,4.0
1751,Thủ Đức,3.0,49.0,3.0,3.0,True,,,True,,,,3.0
1752,Thủ Đức,5.6,127.0,3.0,,True,,,,,,,
1753,Tân phú,13.0,4.0,,,True,,,True,,,True,5.0
1754,BÌNH THẠNH,6.0,68.0,3.0,2.0,True,,,True,True,,,2.0
1755,Bình Thạnh,,46.0,4.0,3.0,,,,True,,,True,3.0
1756,Bình Thạnh,8.35,94.0,3.0,,True,,,,,,True,
1757,Q12,4.7,56.0,4.0,3.0,True,,,,,,,4.0
1758,BÌNH THẠNH,5.0,57.0,4.0,4.0,True,True,,,,True,,2.0
1759,Gò Vấp,10.7,72.0,4.0,4.0,True,,,,,,,5.0
1760,Q. TÂN PHÚ,5.0,76.0,4.0,3.0,True,True,,True,,False,False,4.0
1761,Q. TÂN PHÚ,5.0,76.0,4.0,3.0,True,True,,True,,,,4.0
1762,Quận 6,4.6,83.0,3.0,2.0,True,True,,True,,,,2.0
1763,Q12,4.75,101.75,3.0,3.0,,,,,,,,2.0
1764,Q10,1.98,,2.0,1.0,True,,,,,,,2.0
